domain,title,ip,server,encode
submit.familyedu.moe.gov.tw,HIS,140.111.14.142,Microsoft-IIS/7.5,utf8
moe.senioredu.moe.gov.tw,教育部樂齡學習網,140.111.14.197,,utf8
www.moefes.moe.gov.tw,,140.111.14.158,,utf8
sweethome.moi.gov.tw,幸福小站,210.241.14.44,,utf8
map.www.gov.tw,,,,utf8
kid.tipo.gov.tw,智慧財產局-兒童版,210.69.13.60,,big5
activity.tipo.gov.tw,"經濟部智慧局活動報名 ─ 研討會活動登錄",210.69.13.48,,utf8
www2.tipo.gov.tw,,,,utf8
pcm.tipo.gov.tw,,210.69.13.53,,utf8
game.tipo.gov.tw,,210.69.13.59,,utf8
pbma.tipo.gov.tw,經濟部智慧財產局－專利生物材料加值資訊網::,59.120.54.27,"Apache Tomcat",utf8
tiponet.tipo.gov.tw,forward,210.69.13.20,,utf8
tmsearch.tipo.gov.tw,智慧局商標遠端檢索系統,210.69.13.192,,big5
english.doe.taipei.gov.tw,"Department of Education",163.29.36.96,Microsoft-IIS/7.5,utf8
foodtracertaipei.health.gov.tw,臺北市食材登錄平台,210.69.108.241,Microsoft-IIS/8.5,utf8
icare.moe.gov.tw,,,,utf8
tcgwww.taipei.gov.tw,臺北市政府,163.29.36.96,Microsoft-IIS/7.5,utf8
eco2.epa.gov.tw,,,,utf8
english.tcpd.taipei.gov.tw,"Taipei City Police Department",163.29.36.96,Microsoft-IIS/7.5,utf8
www.tcpd.taipei.gov.tw,臺北市政府警察局,163.29.36.97,Microsoft-IIS/7.5,utf8
onestop.taipei.gov.tw,1999市民當家熱線服務網,163.29.36.30,Microsoft-IIS/5.0,utf8
www.tpedoit.taipei.gov.tw,臺北市政府觀光傳播局,163.29.36.96,Microsoft-IIS/7.5,utf8
english.tbs.taipei.gov.tw,"Taipei Broadcasting Station",163.29.36.96,Microsoft-IIS/7.5,utf8
cloud.health.gov.tw,,210.69.108.66,,utf8
history.ilccb.gov.tw,,,,utf8
svr2.ilccb.gov.tw,,,,utf8
hais.ilccb.gov.tw,,,,utf8
enwww.e-land.gov.tw,"Yilan County Government - 宜蘭縣政府全球資訊網",210.69.148.14,Microsoft-IIS/8.5,utf8
docpub.e-land.gov.tw,IIS7,210.69.148.219,Microsoft-IIS/7.5,utf8
map.e-land.gov.tw,IIS7,210.69.148.35,Microsoft-IIS/7.0,utf8
online2012.e-land.gov.tw,宜蘭縣政府E櫃檯,210.69.148.11,Microsoft-IIS/7.5,utf8
glrslaw.e-land.gov.tw,宜蘭縣政府-主管法規查詢系統(外部版),210.69.148.10,Microsoft-IIS/6.0,utf8
open.e-land.gov.tw,資訊公開,210.69.148.48,Apache-Coyote/1.1,utf8
opendata.e-land.gov.tw,宜蘭縣政府-開放資料平台,210.69.148.65,Microsoft-IIS/7.5,utf8
dmc.e-land.gov.tw,宜蘭縣政府-數位媒體資料中心,210.69.148.65,Microsoft-IIS/7.5,utf8
up.e-land.gov.tw,宜蘭縣政府建設處城鄉計畫科,210.69.148.80,Microsoft-IIS/6.0,big5
ethics.e-land.gov.tw,宜蘭縣政府-政風處,210.69.148.14,Microsoft-IIS/8.5,utf8
mroad.e-land.gov.tw,建構中,210.69.148.105,Microsoft-IIS/6.0,big5
bgacst.e-land.gov.tw,宜蘭縣政府-主計處,210.69.148.14,Microsoft-IIS/8.5,utf8
tourism.e-land.gov.tw,宜蘭縣政府宜蘭勁好玩_Fun縱宜蘭逍遙遊->,210.69.148.106,"Apache/2.2.29 (Win32) PHP/5.2.6",utf8
yilanyouth.e-land.gov.tw,宜蘭青年資訊交流網,210.69.148.33,"Apache/2.2.25 (CentOS)",utf8
isports.sac.gov.tw,"首頁 - 臺灣i運動資訊平台",117.56.4.21,"Apache/2.2.11 (Win32) PHP/5.2.9-2",utf8
youth.cib.gov.tw,內政部警政署刑事警察局《兒少宣導活動網》,210.69.153.1,Apache,utf8
soweb.kcg.gov.tw,高雄市政府線上即時服務平台,163.29.241.58,Microsoft-IIS/7.5,utf8
household.kcg.gov.tw,,163.29.105.84,Microsoft-IIS/7.0,utf8
eland.kcg.gov.tw,首頁轉向,163.29.241.13,Microsoft-IIS/6.0,utf8
e-service.kcg.gov.tw,高雄市政府E化服務網,163.29.241.56,Microsoft-IIS/6.0,utf8
data.kaohsiung.gov.tw,IIS7,163.29.242.10,Microsoft-IIS/7.5,utf8
kcgdg.kcg.gov.tw,,163.29.241.17,Microsoft-IIS/8.0,utf8
vmstatistic.kcg.gov.tw,,163.29.242.5,Microsoft-IIS/7.5,utf8
www.kcc.gov.tw,,,,utf8
vmbi.kcg.gov.tw,IIS7,163.29.242.76,Microsoft-IIS/7.5,utf8
dbaskmg.kcg.gov.tw,"高雄市政府主計處全球資訊網 - 首頁",163.29.241.187,"Apache/2.2.3 (CentOS)",big5
bulletin.kcg.gov.tw,高雄市政府電子公報資訊網,163.29.241.46,"Apache/2.4.3 (Win32) OpenSSL/1.0.2a PHP/5.4.7",big5
disdp.kcg.gov.tw,"高雄市政府政風處 - 首頁",163.29.241.186,"Apache/2.2.3 (CentOS)",big5
work1999.kcg.gov.tw,1999高雄萬事通,163.29.241.150,Microsoft-IIS/7.0,utf8
dengue.kcg.gov.tw,"高雄市政府衛生局 -- 登革熱",163.29.241.24,Microsoft-IIS/7.5,big5
finance2.kcg.gov.tw,高雄市政府財政局,163.29.241.152,"Apache/2.2.17 (Win32)",utf8
edb.kcg.gov.tw,建構中,163.29.241.59,Microsoft-IIS/6.0,big5
kproad.kcg.gov.tw,高屏道路挖掘資訊網,163.29.242.44,,utf8
statistic.kcg.gov.tw,,163.29.241.173,,utf8
housing.kcg.gov.tw,高雄住宅生活網,163.29.242.52,Apache-Coyote/1.1,utf8
khd.kcg.gov.tw,高雄市政府衛生局全球資訊網,163.29.241.183,Microsoft-IIS/7.5,utf8
zoo.kcg.gov.tw,高雄市壽山動物園全球資訊網,211.22.202.159,Microsoft-IIS/10.0,utf8
wifi.ntpc.gov.tw,新北市政府無線網路,61.60.124.70,"Apache/2.2.29 (CentOS)",utf8
welfare.ntpc.gov.tw,新北市政府福利補助自己查,61.60.124.70,"GlassFish Server Open Source Edition 3.1.2.2",utf8
foreigner.ntpc.gov.tw,"New Taipei City Government",61.60.98.240,,utf8
m.ntpc.gov.tw,新北市行動應用服務,61.60.127.69,"Apache/2.2.15 (CentOS)",utf8
tour.ntpc.gov.tw,2016新北市貢寮國際海洋音樂祭∣新北市觀光旅遊網,210.68.85.102,Microsoft-IIS/7.5,utf8
wedid.ntpc.gov.tw,,61.60.127.131,,utf8
web.law.ntpc.gov.tw,新北市政府電子法規查詢系統,61.60.124.70,Microsoft-IIS/6.0,big5
data.ntpc.gov.tw,新北市政府資料開放平台,61.60.124.70,Apache-Coyote/1.1,utf8
publish.ntpc.gov.tw,,61.60.124.70,Microsoft-IIS/7.5,utf8
doc2-exthird.ntpc.gov.tw,IIS7,61.60.124.70,Microsoft-IIS/7.5,utf8
e-service.ntpc.gov.tw,新北市政府網路E櫃檯-首頁-3,61.60.127.94,Microsoft-IIS/6.0,big5
www.crossdistrict.ntpc.gov.tw,"最新公告 - 新北市跨區服務網",61.60.124.70,Microsoft-IIS/7.5,utf8
www.ca.ntpc.gov.tw,新北市政府民政局,61.60.124.70,Microsoft-IIS/7.5,utf8
www.economic.ntpc.gov.tw,新北市政府經濟發展局,61.60.124.70,Microsoft-IIS/8.5,utf8
ppp.ntpc.gov.tw,新北市政府促參招商網,61.60.124.70,Microsoft-IIS/7.5,utf8
www.newtaipeimarket.ntpc.gov.tw,新北市政府市場處->,61.60.124.70,"Apache/2.2.31 (CentOS)",utf8
chweb.culture.ntpc.gov.tw,新北市政府文化局,61.60.124.70,Microsoft-IIS/7.5,utf8
www.fire.ntpc.gov.tw,新北市政府消防局,61.60.124.70,"Apache/2.2.29 (CentOS)",utf8
www.labor.ntpc.gov.tw,新北市政府勞工局,61.60.98.240,,utf8
www.tphcc.gov.tw,新北市立圖書館,203.64.154.21,Apache-Coyote/1.1,utf8
www.hakka.ntpc.gov.tw,新北市客家文化園區,61.60.124.70,Microsoft-IIS/6.0,utf8
www.t-sports.ntpc.gov.tw,新北市政府體育處入口網,61.60.98.240,,utf8
www.info.ntpc.gov.tw,新北市政府新聞局,210.242.73.35,Apache,utf8
newtalk.ntpc.gov.tw,市長信箱,61.60.124.70,Apache-Coyote/1.1,utf8
www.imc.ntpc.gov.tw,新北市政府資訊中心,61.60.124.70,"Apache/2.2.29 (CentOS)",utf8
freecourse.ntpc.gov.tw,切換系統公告,61.60.127.57,Microsoft-IIS/7.5,utf8
lkk.ntpc.gov.tw,新北市銀髮族服務網,61.60.124.70,"Apache/2.2.29 (CentOS)",utf8
sgw.ntpc.gov.tw,"新北市土壤及地下水資訊網 - 新北市土壤及地下水資訊網",61.67.218.107,Apache,utf8
lowcarbon.epd.ntpc.gov.tw,"中文版首頁| 新北市低碳生活網",61.60.124.70,Microsoft-IIS/7.5,utf8
career.epd.ntpc.gov.tw,歡迎光臨,125.227.186.89,,utf8
envir.epd.ntpc.gov.tw,,61.60.124.163,Microsoft-IIS/6.0,utf8
motor.ntpc.gov.tw,"新北市政府環境保護局 汰舊補助服務網",61.60.124.70,Microsoft-IIS/7.5,utf8
intranet2.epd.ntpc.gov.tw,IIS7,61.60.124.70,Microsoft-IIS/7.5,utf8
pollution.epd.ntpc.gov.tw,新北市政府營建工程空氣污染防制宣導網頁,61.60.124.70,Microsoft-IIS/8.5,big5
envir3.epd.ntpc.gov.tw,"《 違 反 廢 棄 物 清 理 法 案 件 管 理 資 訊 系 統 》  -  新北市環境保護局",61.60.124.70,Microsoft-IIS/7.5,utf8
libahac.ntpc.gov.tw,首頁Flash動畫,61.60.124.70,Microsoft-IIS/7.5,utf8
recyclebank.epd.ntpc.gov.tw,,210.61.8.111,Microsoft-IIS/7.5,utf8
crd-rubbish.epd.ntpc.gov.tw,"新北市垃圾清運資訊查詢網| 新北市政府環境保護局 - 垃圾清運資訊查詢網",61.60.124.70,Microsoft-IIS/8.5,utf8
wetland435.epd.ntpc.gov.tw,新北市濕地故事館首頁,124.150.132.63,"Apache/2.2.3 (Red Hat)",utf8
in.epd.ntpc.gov.tw,北縣環保局,61.60.124.162,Microsoft-IIS/7.0,big5
video.dep.ntpc.gov.tw,"Synology RackStation - RackStation",61.60.124.161,Apache,utf8
www.dsc.ntpc.gov.tw,,61.60.127.222,Microsoft-IIS/6.0,utf8
health-school.health.ntpc.gov.tw,新北健康小學堂,52.193.133.9,Apache-Coyote/1.1,utf8
talk.ntpc.gov.tw,,61.60.124.70,Apache-Coyote/1.1,utf8
info.health.ntpc.gov.tw,新北市衛生所服務網,118.163.197.240,"Apache/2.2.27 (CentOS)",utf8
www.ntch.ntpc.gov.tw,新北市聯合醫院,61.60.98.240,,utf8
627.ntpc.gov.tw,"627燒燙傷專案管理中心,627燒燙傷中心,627專管中心,627",118.163.197.240,"Apache/2.2.27 (CentOS)",utf8
eyecare.health.ntpc.gov.tw,"新北市政府衛生局-    學童護眼方案專區",117.56.4.214,Microsoft-IIS/7.5,utf8
foodtracer.health.ntpc.gov.tw,新北市食材登錄平台,210.69.108.241,Microsoft-IIS/8.5,utf8
www.car.health.ntpc.gov.tw,新北市政府衛生局巡迴車篩檢暨宣導網站->,61.64.54.69,"Apache/2.2.17 (Unix) mod_ssl/2.2.17 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 FrontPage/5.0.2.2635 PHP/5.2.14",utf8
infection.ntpc.gov.tw,新北市學校疑似傳染病通報系統,61.60.124.70,Microsoft-IIS/7.5,utf8
eirrc.health.ntpc.gov.tw,"臺北市早期療育服務網 > 首頁",210.69.108.185,Microsoft-IIS/6.0,utf8
www.parkinginfo.ntpc.gov.tw,IIS7,61.60.124.70,Microsoft-IIS/7.5,utf8
carweb.ntpc.gov.tw,,61.60.124.130,Microsoft-IIS/8.0,utf8
newbus.ntpc.gov.tw,,,,utf8
etax.tax.ntpc.gov.tw,,61.57.37.51,,utf8
service.tax.ntpc.gov.tw,,,,utf8
webcall.ntpc.gov.tw,1999-新北市政府WebCall網頁電話,61.60.126.48,Microsoft-IIS/6.0,utf8
tour.tpc.gov.tw,2016新北市貢寮國際海洋音樂祭∣新北市觀光旅遊網,210.68.85.102,Microsoft-IIS/7.5,utf8
www.goodjob.nat.gov.tw,"新北市人力網-    首頁",61.60.127.227,Microsoft-IIS/8.0,utf8
www.lsio.ntpc.gov.tw,新北市政府勞動檢查處,61.60.98.240,,utf8
youngjob.etraining.gov.tw,青年人才培訓深耕方案,163.29.199.166,Microsoft-IIS/7.5,utf8
record.epa.gov.tw,"行政院環境保護署 環境保護人員訓練所-環境訓練管理資訊系統",223.200.80.170,Microsoft-IIS/8.5,big5
ap0512.most.gov.tw,,61.60.96.9,,utf8
law.apc.gov.tw,原住民族委員會-主管法規查詢系統(外部版),210.69.14.134,Microsoft-IIS/7.5,utf8
tafs.mofa.gov.tw,臺灣獎助學金入口網-首頁,210.69.210.144,Microsoft-IIS/8.5,utf8
www.library.ntpc.gov.tw,新北市立圖書館,203.64.154.21,Apache-Coyote/1.1,utf8
www.typl.gov.tw,桃園市立圖書館,210.241.76.195,Microsoft-IIS/8.0,utf8
www.huludun.taichung.gov.tw,葫蘆墩文化中心,163.29.201.180,Microsoft-IIS/8.5,utf8
library.ylccb.gov.tw,雲林縣公共圖書館,210.241.60.86,Apache-Coyote/1.1,utf8
document.hccc.gov.tw,花蓮縣公共圖書館,210.241.6.103,"Apache/2.2.15 (CentOS)",utf8
www.ilccb.gov.tw,宜蘭縣政府文化局-首頁,117.56.213.132,"Apache/2.2.22 (Debian)",utf8
tow.tainan.gov.tw,"臺南市政府交通局 -違規車輛拖吊查詢服務網站",211.79.183.167,Microsoft-IIS/8.5,utf8
cityzone.planning.ntpc.gov.tw,,61.60.124.101,Microsoft-IIS/6.0,utf8
www.udd.taipei.gov.tw,臺北市政府都市發展局,210.69.61.30,Microsoft-IIS/6.0,utf8
www2.cyhg.gov.tw,,210.69.166.62,,utf8
blind.mpb.gov.tw,,,,utf8
mlftax.gov.tw,苗栗縣政府稅務局租稅服務網,210.241.88.18,Apache,utf8
wood.mlc.gov.tw,三義木雕博物館,210.241.51.80,Microsoft-IIS/8.0,big5
cultural.mlc.gov.tw,苗栗縣政府文化觀光局苗栗特色館,210.241.51.80,Microsoft-IIS/8.0,big5
hakkaroundhouse.mlc.gov.tw,客家圓樓-苗栗縣政府文化觀光局,210.241.51.80,Microsoft-IIS/8.0,big5
mcupec.mlc.gov.tw,苗栗縣城市規劃館-苗栗縣政府文化觀光局,210.241.51.80,Microsoft-IIS/8.0,big5
epaper.mlc.gov.tw,"::苗栗縣政府文化觀光局- 線上貓裏藝文網站::",210.241.51.83,Microsoft-IIS/6.0,utf8
lib.mlc.gov.tw,"Microsoft Internet Information Services 8",210.241.51.80,Microsoft-IIS/8.0,utf8
nodrug.mlshb.gov.tw,苗栗縣政府毒品防制及心理衛生中心,203.65.77.207,Microsoft-IIS/6.0,utf8
tour.dahu.gov.tw,大湖鄉觀光網站,124.150.130.228,"PUMO NETWORK",utf8
www.post.gov.tw,中華郵政全球資訊網,123.51.186.167,Apache-Coyote/1.1,utf8
hudong.xihu.gov.tw,湖東休閒農業區-湖東休閒農業區,60.248.117.26,Apache,utf8
gsn-cert.nat.gov.tw,"GSN 政府網際服務網",203.74.210.59,Apache,big5
old.miaoli-land.gov.tw,苗栗縣苗栗地政事務所地政便民資料查詢系統,117.56.154.122,Microsoft-IIS/6.0,utf8
ca.miaoli.gov.tw,,163.29.206.33,,utf8
div.land.moi.gov.tw,土地試分割便民服務網,210.69.87.229,Apache-Coyote/1.1,utf8
web-k0.miaoli.gov.tw,公告土地現值及公告地價,163.29.206.47,Apache-Coyote/1.1,utf8
river.wra.gov.tw,中央管河川/排水/海堤-申辦業務便民服務網,210.69.128.29,Microsoft-IIS/7.5,utf8
myriver.wra.gov.tw,,210.69.128.102,Microsoft-IIS/7.5,utf8
rivermon.wra.gov.tw,,210.69.128.102,Microsoft-IIS/7.5,utf8
animal.coa.gov.tw,,210.69.75.47,Microsoft-IIS/8.5,utf8
storybook.nlpi.gov.tw,,,,utf8
www1.mlc.gov.tw,2005閱讀苗栗~探索貓裏的寶藏,210.241.51.81,Microsoft-IIS/6.0,big5
m.tycg.gov.tw,"桃園市政府 行動版",163.29.253.55,Apache,utf8
bossmail.tycg.gov.tw,桃園市市政信箱,163.29.253.87,Apache,utf8
law.tycg.gov.tw,桃園市政府-主管法規查詢系統(外部版),163.29.253.71,Microsoft-IIS/7.0,utf8
travel.tycg.gov.tw,桃園觀光導覽網,163.29.253.10,Apache,utf8
skywalk.tycg.gov.tw,"小烏來天空步道及天空繩橋 參觀申請系統",203.69.42.87,Microsoft-IIS/7.5,utf8
backcihu.tycg.gov.tw,桃園縣後慈湖入園申請系統,203.69.42.79,Microsoft-IIS/7.5,utf8
www.tyccc.gov.tw,桃園市政府文化局資訊網,163.29.212.1,Microsoft-IIS/7.5,big5
www.afmc.gov.tw,桃園市政府藝文設施管理中心,61.60.39.200,Microsoft-IIS/7.5,utf8
e-services.tycg.gov.tw,桃園網路ｅ指通,163.29.253.21,"Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/0.9.8e-fips-rhel5 mod_jk/1.2.37",utf8
ejob.tycg.gov.tw,,163.29.253.202,Microsoft-IIS/7.5,utf8
csed.tycg.gov.tw,桃園市政府政風處,163.29.253.55,Apache,utf8
card.tycg.gov.tw,桃園市市民卡,163.29.253.70,Microsoft-IIS/8.5,utf8
winfo.tycg.gov.tw,桃園市水情資訊網,210.65.138.35,Microsoft-IIS/8.5,utf8
od.tycg.gov.tw,,58.86.33.58,,utf8
ebook.tycg.gov.tw,桃園市政府電子書平台,163.29.253.56,"Apache/2.2.3 (CentOS)",utf8
weather.tycg.gov.tw,桃園市天氣網,163.29.253.108,"Apache/2.2.15 (CentOS)",utf8
social-housing.tycg.gov.tw,機場捷運A7站合宜住宅申請系統,163.29.253.49,Microsoft-IIS/8.5,utf8
aviso.tycg.gov.tw,桃園市政府市容查報系統,163.29.253.73,"Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/0.9.8e-fips-rhel5 mod_jk/1.2.37",utf8
1999.tycg.gov.tw,桃園市政府1999,163.29.253.55,Apache,utf8
odispeople.tycg.gov.tw,民眾公文查詢,163.29.253.51,Microsoft-IIS/7.5,utf8
itaoyuan.tycg.gov.tw,"iTaoyuan 愛桃園免費無線上網",163.29.253.95,Apache,utf8
data.tycg.gov.tw,桃園市政府資料開放平台,163.29.253.162,Apache-Coyote/1.1,utf8
welfare.tycg.gov.tw,"新桃園 新福利",163.29.253.55,Apache,utf8
route.tyepb.gov.tw,,210.71.197.144,Apache-Coyote/1.1,utf8
building.tycg.gov.tw,建管系統│便民服務資訊網,163.29.253.150,"Apache/2.2.14 (Ubuntu)",utf8
epark.tycg.gov.tw,桃園市政府交通局停車管理資訊系統,117.56.74.1,Microsoft-IIS/7.5,utf8
fb.tycg.gov.tw,"桃園市政府 財政局",163.29.253.55,Apache,utf8
crossdistrict.tycg.gov.tw,桃園跨區服務,163.29.253.30,"Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/0.9.8e-fips-rhel5 mod_jk/1.2.37",utf8
tainanetw.land.nat.gov.tw,,210.71.181.19,Microsoft-IIS/7.5,utf8
ezlife.tainan.gov.tw,臺南生活網GIS地圖,210.69.40.55,,utf8
3dmap2.tainan.gov.tw,,210.69.40.53,,utf8
lvr.tainan.gov.tw,,210.69.57.137,Apache-Coyote/1.1,utf8
pri.land.moi.gov.tw,估價師資訊系統-民眾查詢網站,210.69.87.3,Microsoft-IIS/6.0,big5
ccs.land.moi.gov.tw,"::: 地政電子資料流通服務網 :::",210.241.18.225,Apache-Coyote/1.1,big5
navimap.land.moi.gov.tw,地籍位置導引便民服務系統,210.69.87.226,Apache-Coyote/1.1,big5
www.tntb.gov.tw,"臺南市政府財政稅務局 -首頁",211.79.159.1,Apache,big5
ehi.chcg.gov.tw,彰化縣政府-住宅及不動產資訊服務系統,210.69.54.64,Microsoft-IIS/7.5,utf8
addr.ris.tpc.gov.tw,【新北市民政地理資訊】愛心‧熱心‧貼心‧耐心‧用心‧關心,61.60.124.70,Microsoft-IIS/6.0,utf8
training.rad.gov.tw,,210.69.78.173,"Apache/2.2.22 (EL)",utf8
law.dgpa.gov.tw,,,,utf8
lgrc.rad.gov.tw,地方治理研究中心,210.69.78.8,Apache-Coyote/1.1,utf8
www.ed.taipei.gov.tw,臺北市政府產業發展局,210.69.61.76,"Apache/2.2.29 (Unix)",big5
telecare.taipei.gov.tw,,,,utf8
www.casub.taipei.gov.tw,,,,utf8
epaper.tfd.gov.tw,台北市政府消防局電子報->,210.69.42.22,Apache,utf8
www.legalaffairs.taipei.gov.tw,臺北市政府法務局,163.29.36.96,Microsoft-IIS/7.5,utf8
www.doi.tcg.gov.tw,,,,utf8
english.tpedoit.taipei.gov.tw,"Department of Information and Tourism, Taipei City Government",163.29.36.96,Microsoft-IIS/7.5,utf8
3d.tfd.gov.tw,"歡迎光臨臺北市消防局- 防災科學教育館",210.69.42.9,Microsoft-IIS/7.0,big5
firehero.tfd.gov.tw,防災英雄,210.69.42.9,Microsoft-IIS/7.0,utf8
wpd.tcpd.gov.tw,臺北市政府警察局婦幼警察隊,163.29.36.96,Microsoft-IIS/7.5,utf8
ecare.mohw.gov.tw,,203.65.97.62,,utf8
www.ncree.gov.tw,國研院國震中心,61.56.0.190,Microsoft-IIS/6.0,utf8
addr.tcg.gov.tw,"臺北市政府工務局 - 臺北市地理資訊e點通",163.29.36.128,Microsoft-IIS/7.5,utf8
eocdss.ncdr.nat.gov.tw,災害情資網,140.110.141.215,Microsoft-IIS/7.5,utf8
www.abri.gov.tw,中華民國內政部建築研究所,124.199.64.4,nginx/1.0.15,utf8
fault.moeacgs.gov.tw,IIS7,61.67.72.155,Microsoft-IIS/7.5,utf8
www.tfd.gov.tw,臺北市政府消防局,210.69.42.21,Apache,utf8
www.dba.tcg.gov.tw,,163.29.36.96,Microsoft-IIS/7.5,utf8
www.dba.taipei.gov.tw,,163.29.36.96,Microsoft-IIS/7.5,utf8
www.bosa.tcg.gov.tw,臺北市政府社會局,163.29.36.96,Microsoft-IIS/7.5,utf8
www.pwb.taipei.gov.tw,,163.29.36.96,Microsoft-IIS/7.5,utf8
www.planning.taipei.gov.tw,臺北市政府都市發展局,210.69.61.30,Microsoft-IIS/6.0,utf8
www.dep.taipei.gov.tw,臺北市政府環境保護局,163.29.36.96,Microsoft-IIS/7.5,utf8
www.ca.taipei.gov.tw,臺北市政府民政局中文網站,163.29.36.96,Microsoft-IIS/7.5,utf8
www.czone2.tcg.gov.tw,,163.29.157.68,Microsoft-IIS/8.5,utf8
www.tcge.taipei.gov.tw,臺北市政府工務局大地工程處,163.29.36.96,Microsoft-IIS/7.5,utf8
www.feitsui.gov.tw,臺北翡翠水庫管理局,163.29.36.96,Microsoft-IIS/7.5,utf8
www.heo.taipei.gov.tw,臺北市政府工務局水利工程處,163.29.36.96,Microsoft-IIS/7.5,utf8
w2.dbas.taipei.gov.tw,臺北市重要統計指標名詞定義,210.69.61.216,Microsoft-IIS/7.5,big5
www.dvsa.taipei.gov.tw,臺北市家庭暴力暨性侵害防治中心,163.29.36.96,Microsoft-IIS/7.5,utf8
apps.taipei.gov.tw,臺北市政府App行動應用服務,163.29.157.90,Microsoft-IIS/7.5,utf8
www.dosw2.taipei.gov.tw,臺北市政府社會局,163.29.36.96,Microsoft-IIS/7.5,utf8
tspc.health.gov.tw,"臺北市政府 自殺防治中心",210.69.108.30,Microsoft-IIS/6.0,utf8
tcgsys.taipei.gov.tw,,163.29.36.99,Microsoft-IIS/7.5,utf8
sw.water.gov.tw,台灣自來水公司-石門水庫及其集水區隱定供水設施及幹管改善-工程資訊網::,211.79.149.105,,big5
www.hchg.gov.tw,"希望亮麗科技城 新竹縣政府 Hsinchu Government",163.29.185.55,Apache,utf8
m.wracb.gov.tw,中區水資源局行動版網站,210.69.129.164,Microsoft-IIS/8.5,utf8
hydro2.wracb.gov.tw,"IIS Windows Server",210.69.129.163,Microsoft-IIS/8.5,utf8
www2.wracb.gov.tw,經濟部水利署中區水資源局,210.69.129.162,Microsoft-IIS/7.5,utf8
znwr.swcb.gov.tw,曾文南化烏山頭水庫集水區保育治理,61.219.40.170,Microsoft-IIS/7.5,utf8
chiayi.forest.gov.tw,嘉義林區管理處,223.200.90.182,,utf8
www.wrap.gov.tw,經濟部水利署水利規劃試驗所,210.69.129.220,Microsoft-IIS/7.5,utf8
rms.epa.gov.tw,資源再利用管理資訊系統,223.200.80.142,Microsoft-IIS/7.5,utf8
bottomash.epa.gov.tw,"DISP 登入機制",223.200.80.142,Microsoft-IIS/7.5,utf8
krm.ib.gov.tw,,163.29.181.172,,utf8
exam.ib.gov.tw,,163.29.181.172,,utf8
ia.lceb.gov.tw,,210.241.19.141,,utf8
m.lceb.gov.tw,"中華民國內政部土地重劃工程處 - Mobile",210.241.19.136,Microsoft-IIS/7.5,utf8
rural.lceb.gov.tw,中華民國內政部土地重劃工程處_農村社區土地重劃資訊平台,210.241.19.136,Microsoft-IIS/7.5,utf8
ezgojp.coa.gov.tw,->,210.69.75.35,Microsoft-IIS/8.5,utf8
bgip.tfri.gov.tw,植物園網絡平台系統(所有植物園),210.69.175.222,,utf8
e-service-farmland.coa.gov.tw,農地管理資訊系統,210.69.75.203,Microsoft-IIS/7.5,utf8
fushan2.tfri.gov.tw,,210.69.175.34,,utf8
www.tesri.gov.tw,,61.60.53.184,"Apache/2.2.3 (CentOS)",utf8
ecogis.tesri.gov.tw,,,,utf8
www.cy.gov.tw,監察院全球資訊網,117.56.4.2,,utf8
ezgoae.coa.gov.tw,無障礙農遊資訊網->,210.69.75.35,Microsoft-IIS/8.5,utf8
tapinfo.coa.gov.tw,產銷履歷兒童版,210.69.75.26,Apache,utf8
cas.coa.gov.tw,CAS優良農產品管理入口網,61.222.122.84,Microsoft-IIS/7.0,utf8
agsafe.coa.gov.tw,,,,utf8
fishery.ntpc.gov.tw,新北市政府漁業及漁港事業管理處->,61.60.124.70,Apache,utf8
www.child.taichung.gov.tw,認識台中,163.29.86.7,Microsoft-IIS/7.5,utf8
mayormail.taichung.gov.tw,,210.69.115.111,Microsoft-IIS/7.0,utf8
invest.taichung.gov.tw,"Microsoft Internet Information Services 8",210.69.115.202,ANDR-NETWORK,utf8
www.tcdream.taichung.gov.tw,摘星青年、築夢臺中,163.29.86.7,Microsoft-IIS/7.5,utf8
www.consume.taichung.gov.tw,消保園地,163.29.86.7,Microsoft-IIS/7.5,utf8
taqm.epb.taichung.gov.tw,,61.216.37.68,Microsoft-IIS/7.0,utf8
ipac.library.taichung.gov.tw,"Apache Tomcat",211.23.94.4,Apache-Coyote/1.1,utf8
e-free.taichung.gov.tw,105年度臺中市民免費電腦課程,219.87.2.88,Microsoft-IIS/6.0,big5
itaichung.taichung.gov.tw,"iTaichung 臺中市免費無線上網",163.29.192.199,Microsoft-IIS/7.0,utf8
dig.taichung.gov.tw,IIS7,210.69.115.190,Microsoft-IIS/7.0,utf8
demographics.taichung.gov.tw,"臺中市政府民政局 ::: 人口統計管理平台 :::",163.29.86.244,Microsoft-IIS/7.5,utf8
data.taichung.gov.tw,"Open Data 政府資料開放平台",163.29.86.245,Apache-Coyote/1.1,utf8
fwapply.wda.gov.tw,,117.56.83.43,,utf8
lawsearch.taichung.gov.tw,臺中市政府-主管法規查詢系統(外部版),210.69.115.31,Microsoft-IIS/7.5,utf8
